1500301177.429894, 0.000000
1500301177.430126, 0.000232
1500301177.430663, 0.000537
1500301177.431783, 0.001120
1500301177.432220, 0.000437
1500301177.432959, 0.000739
1500301177.433939, 0.000980
1500301177.435768, 0.001829
1500301177.455141, 0.019373
1500301177.455181, 0.000040
1500301177.455604, 0.000423
1500301177.456359, 0.000755
1500301177.456463, 0.000104
1500301177.457330, 0.000867
1500301177.457799, 0.000469
1500301177.458481, 0.000682
1500301177.458939, 0.000458
1500301177.459564, 0.000625
1500301177.460049, 0.000485
1500301177.460608, 0.000559
1500301177.461033, 0.000425
1500301177.461740, 0.000707
1500301177.462207, 0.000467
1500301177.462810, 0.000603
1500301177.463374, 0.000564
1500301177.463756, 0.000382
1500301177.465013, 0.001257
1500301177.465481, 0.000468
1500301177.465959, 0.000478
1500301177.466445, 0.000486
1500301177.488393, 0.021948
1500301177.488743, 0.000350
1500301177.489397, 0.000654
1500301177.489803, 0.000406
1500301177.490520, 0.000717
1500301177.490970, 0.000450
1500301177.491395, 0.000425
1500301177.491906, 0.000511
1500301177.492420, 0.000514
1500301177.492885, 0.000465
1500301177.493215, 0.000330
1500301177.493805, 0.000590
1500301177.494309, 0.000504
1500301177.494789, 0.000480
1500301177.495455, 0.000666
1500301177.495973, 0.000518
1500301177.496152, 0.000179
1500301177.499117, 0.002965
1500301177.499591, 0.000474
1500301177.499921, 0.000330
1500301177.500573, 0.000652
1500301177.500973, 0.000400
1500301177.501527, 0.000554
1500301177.521683, 0.020156
1500301177.521986, 0.000303
1500301177.525257, 0.003271
1500301177.551450, 0.026193
1500301177.551942, 0.000492
1500301177.552487, 0.000545
1500301177.552895, 0.000408
1500301177.553414, 0.000519
1500301177.553741, 0.000327
1500301177.554366, 0.000625
1500301177.554644, 0.000278
1500301177.555489, 0.000845
1500301177.555583, 0.000094
1500301177.556129, 0.000546
1500301177.556617, 0.000488
1500301177.557123, 0.000506
1500301177.557456, 0.000333
1500301177.558120, 0.000664
1500301177.558580, 0.000460
1500301177.559092, 0.000512
1500301177.559596, 0.000504
1500301177.560058, 0.000462
1500301177.560567, 0.000509
1500301177.560971, 0.000404
1500301177.561515, 0.000544
1500301177.561998, 0.000483
1500301177.562475, 0.000477
1500301177.562957, 0.000482
1500301177.563353, 0.000396
1500301177.563879, 0.000526
1500301177.564374, 0.000495
1500301177.564861, 0.000487
1500301177.565128, 0.000267
1500301177.565821, 0.000693
1500301177.566261, 0.000440
1500301177.566771, 0.000510
1500301177.567281, 0.000510
1500301177.567755, 0.000474
1500301177.584202, 0.016447
1500301177.584623, 0.000421
1500301177.584897, 0.000274
1500301177.585409, 0.000512
1500301177.585900, 0.000491
1500301177.586381, 0.000481
1500301177.588554, 0.002173
1500301177.589008, 0.000454
1500301177.589356, 0.000348
1500301177.589988, 0.000632
1500301177.590206, 0.000218
1500301177.590955, 0.000749
1500301177.591210, 0.000255
1500301177.591886, 0.000676
1500301177.592843, 0.000957
1500301177.593246, 0.000403
1500301177.593666, 0.000420
1500301177.594258, 0.000592
1500301177.594989, 0.000731
1500301177.595492, 0.000503
1500301177.596127, 0.000635
1500301177.596556, 0.000429
1500301177.621914, 0.025358
1500301177.622258, 0.000344
1500301177.622732, 0.000474
1500301177.623300, 0.000568
1500301177.623580, 0.000280
1500301177.624043, 0.000463
